user1,user2,timestamp
4018,8867,1285248103.0
8867,2771,1285251991.0
2771,11242,1285252036.0
11242,5285,1285253875.0
5285,1921,1285254846.0
1921,6138,1285255591.0
6138,5977,1285255680.0
5977,3108,1285256218.0
3108,6585,1285256850.0
6585,3606,1285257310.0
3606,3067,1285258116.0
3067,11120,1285259419.0
11120,2663,1285260046.0
2663,6199,1285261673.0
6199,6895,1285261867.0
6895,3206,1285272580.0
3206,9880,1285285157.0
9880,9384,1285285579.0
9384,4294,1285296588.0
4294,5324,1285306079.0
5324,9325,1285308289.0
9325,8634,1285315569.0
8634,11239,1285317765.0
11239,6249,1285321719.0
6249,11205,1285323247.0
11205,1396,1285323661.0
1396,10345,1285323706.0
10345,9988,1285329517.0
9988,9371,1285331960.0
9371,8131,1285332168.0
8131,12261,1285332620.0
12261,3179,1285333906.0
3179,4909,1285335528.0
4909,719,1285335873.0
719,606,1285339838.0
606,11170,1285342329.0
11170,4077,1285342747.0
4077,45,1285342872.0
45,9549,1285347631.0
9549,4875,1285351004.0
4875,6035,1285354556.0
6035,3744,1285359576.0
3744,11779,1285362922.0
11779,7320,1285366331.0
7320,3294,1285371316.0
3294,10768,1285371800.0
10768,10451,1285375856.0
10451,6770,1285381468.0
6770,8046,1285381873.0
8046,12606,1285386750.0
12606,5574,1285393883.0
5574,5015,1285396603.0
5015,1933,1285404507.0
1933,10683,1285406589.0
10683,1616,1285407850.0
1616,4743,1285412830.0
4743,6943,1285413211.0
6943,7145,1285414835.0
7145,4769,1285415324.0
4769,11183,1285421621.0
11183,216,1285421631.0
216,7449,1285423986.0
7449,2259,1285424954.0
2259,10984,1285426128.0
10984,3487,1285427601.0
3487,2757,1285427638.0
2757,3965,1285428262.0
3965,1949,1285429614.0
1949,4655,1285431270.0
4655,4722,1285436107.0
4722,9943,1285459687.0
9943,2882,1285466466.0
2882,4717,1285468033.0
4717,8540,1285471971.0
8540,4999,1285473309.0
4999,5024,1285473346.0
5024,11941,1285477044.0
11941,5354,1285480052.0
5354,3630,1285480132.0
3630,4516,1285481409.0
4516,5646,1285481683.0
5646,1643,1285484525.0
1643,865,1285484685.0
865,5341,1285488158.0
5341,121,1285488383.0
121,1320,1285489098.0
1320,12382,1285490649.0
12382,11326,1285491185.0
11326,10257,1285492958.0
10257,2826,1285494562.0
2826,5690,1285497819.0
5690,7232,1285499245.0
7232,8668,1285499443.0
8668,2827,1285502662.0
2827,67,1285506496.0
67,4589,1285507467.0
4589,11643,1285507963.0
11643,11361,1285509423.0
11361,2811,1285510754.0
2811,11690,1285513091.0
11690,1,1.0
12504,11699,1285074140.0
11699,6072,1285074188.0
6072,1684,1285074193.0
1684,5248,1285074205.0
5248,3848,1285074651.0
3848,11948,1285074944.0
11948,4427,1285078998.0
4427,6845,1285239168.0
6845,5856,1285332068.0
5856,1466,1285332072.0
1466,3471,1285332077.0
3471,1802,1285332094.0
1802,3900,1285332096.0
3900,9165,1285332105.0
9165,10264,1285332107.0
10264,5332,1285332109.0
5332,8337,1285332126.0
8337,8624,1285332143.0
8624,8948,1285332190.0
8948,10989,1285332308.0
10989,9592,1285332308.0
9592,2729,1285332319.0
2729,9710,1285332371.0
9710,4157,1285332372.0
4157,2786,1285332396.0
2786,11984,1285332924.0
11984,6432,1285333037.0
6432,254,1285333666.0
254,2759,1285334481.0
2759,5606,1285335673.0
5606,1562,1285336973.0
1562,10703,1285337268.0
10703,1932,1285342686.0
1932,5466,1285343791.0
5466,10652,1285345230.0
10652,2547,1285350544.0
2547,6391,1285350634.0
6391,5889,1285366718.0
5889,10295,1285366793.0
10295,7978,1285366794.0
7978,11853,1285366810.0
11853,11727,1285366896.0
11727,2763,1285366912.0
2763,2676,1285366929.0
2676,716,1285367005.0
716,5123,1285367057.0
5123,11463,1285367103.0
11463,10133,1285370128.0
10133,5384,1285370225.0
5384,26,1285370546.0
26,1,1.0
9249,11227,1285000174.0
11227,10185,1285007063.0
10185,582,1285020232.0
582,5244,1285025149.0
5244,807,1285037628.0
807,3505,1285050409.0
3505,2740,1285051817.0
2740,6086,1285060904.0
6086,12128,1285068309.0
12128,4771,1285074904.0
4771,421,1285079428.0
421,7187,1285082859.0
7187,10772,1285087098.0
10772,3246,1285101548.0
3246,10097,1285113190.0
10097,1672,1285120849.0
1672,3004,1285121094.0
3004,12159,1285126005.0
12159,11534,1285140040.0
11534,4085,1285142914.0
4085,12477,1285143277.0
12477,10120,1285144580.0
10120,5513,1285147579.0
5513,2238,1285147630.0
2238,1857,1285155906.0
1857,7423,1285156182.0
7423,5599,1285168049.0
5599,3358,1285183200.0
3358,2333,1285187997.0
2333,1785,1285197336.0
1785,4103,1285202095.0
4103,5496,1285206751.0
5496,2618,1285217821.0
2618,3708,1285219836.0
3708,9562,1285219952.0
9562,5458,1285220084.0
5458,10627,1285230130.0
10627,3732,1285230671.0
3732,1232,1285248700.0
1232,728,1285262237.0
728,3206,1285265188.0
3206,9794,1285265279.0
9794,8550,1285273499.0
8550,5742,1285273508.0
5742,11575,1285300895.0
11575,12443,1285301121.0
12443,3508,1285301759.0
3508,6502,1285321508.0
6502,12446,1285322602.0
12446,9527,1285336394.0
9527,3647,1285341851.0
3647,3401,1285367620.0
3401,7207,1285371215.0
7207,7042,1285383489.0
7042,2555,1285387082.0
2555,1327,1285395089.0
1327,7195,1285407580.0
7195,33,1285417047.0
33,4473,1285427885.0
4473,2475,1285430535.0
2475,3752,1285431378.0
3752,3803,1285431760.0
3803,7953,1285439404.0
7953,4404,1285466434.0
4404,11377,1285477569.0
11377,7068,1285485639.0
7068,2747,1285488856.0
2747,3020,1285504233.0
3020,9732,1285505176.0
9732,7380,1285524031.0
7380,4978,1285534108.0
4978,7747,1285534129.0
7747,2837,1285535571.0
2837,7831,1285565486.0
7831,1796,1285571480.0
1796,8410,1285580333.0
8410,11152,1285593158.0
11152,2257,1285602241.0
2257,10406,1285603498.0
10406,6264,1285612900.0
6264,11729,1285624234.0
11729,4971,1285653258.0
4971,8800,1285671004.0
8800,10491,1285681910.0
10491,12410,1285689073.0
12410,4720,1285692843.0
4720,3408,1285712134.0
3408,9493,1285732105.0
9493,10200,1285745311.0
10200,12228,1285754017.0
12228,4923,1285754218.0
4923,2200,1285761945.0
2200,11864,1285763338.0
11864,11032,1285766233.0
11032,3597,1285767518.0
3597,491,1285770189.0
491,6715,1285818285.0
6715,5163,1285828848.0
5163,2261,1285835187.0
2261,10779,1285840383.0
10779,10371,1285867575.0
10371,1191,1285884253.0
1191,3107,1285890136.0
3107,2212,1285897000.0
2212,8618,1285905453.0
8618,11070,1285930519.0
11070,283,1285932360.0
283,4480,1285943930.0
4480,62,1285947883.0
62,7823,1285958996.0
7823,1,1.0
3461,2229,1284987897.0
2229,1175,1285000208.0
1175,3992,1285050122.0
3992,9845,1285056908.0
9845,11527,1285057773.0
11527,9601,1285074490.0
9601,4103,1285088148.0
4103,11281,1285122473.0
11281,2988,1285130135.0
2988,9784,1285136829.0
9784,2435,1285139198.0
2435,9897,1285153775.0
9897,537,1285162533.0
537,8523,1285194583.0
8523,10355,1285207121.0
10355,6551,1285222791.0
6551,2144,1285299626.0
2144,6719,1285305840.0
6719,10764,1285329010.0
10764,9579,1285336996.0
9579,4102,1285409411.0
4102,11845,1285420593.0
11845,12221,1285448914.0
12221,11658,1285466745.0
11658,1,1.0
7568,3393,1285021509.0
3393,11196,1285045620.0
11196,1838,1285046872.0
1838,7796,1285050637.0
7796,10629,1285053270.0
10629,11105,1285053969.0
11105,7262,1285053995.0
7262,4924,1285054105.0
4924,3392,1285054502.0
3392,7742,1285055219.0
7742,7157,1285058913.0
7157,2739,1285124771.0
2739,11713,1285133578.0
11713,12466,1285133776.0
12466,9356,1285134482.0
9356,3195,1285135249.0
3195,2126,1285136294.0
2126,8995,1285199308.0
8995,8244,1285205454.0
8244,7877,1285211420.0
7877,8815,1285212067.0
8815,8425,1285218166.0
8425,9954,1285225426.0
9954,4846,1285225534.0
4846,7104,1285274361.0
7104,8427,1285274565.0
8427,497,1285296669.0
497,5003,1285364507.0
5003,12034,1285377948.0
12034,7688,1285463769.0
7688,2110,1285468371.0
2110,4476,1285471466.0
4476,10231,1285471478.0
10231,3440,1285472587.0
3440,4984,1285545260.0
4984,1252,1285558378.0
1252,1,1.0
2128,4155,1284988748.0
4155,10185,1284989088.0
10185,2257,1284993661.0
2257,8606,1284999090.0
8606,7823,1284999126.0
7823,2740,1284999314.0
2740,4085,1285000722.0
4085,6222,1285005314.0
6222,2555,1285007059.0
2555,3358,1285007401.0
3358,2520,1285013670.0
2520,1857,1285019112.0
1857,3576,1285029602.0
3576,556,1285033195.0
556,6086,1285033903.0
6086,9632,1285034406.0
9632,10206,1285034417.0
10206,7323,1285046860.0
7323,10097,1285060445.0
10097,9046,1285065167.0
9046,5513,1285072292.0
5513,5496,1285077159.0
5496,3135,1285078714.0
3135,5742,1285081803.0
5742,12301,1285100767.0
12301,9732,1285101735.0
9732,2339,1285107166.0
2339,11227,1285120810.0
11227,12469,1285122422.0
12469,6012,1285139368.0
6012,8756,1285143666.0
8756,4237,1285147339.0
4237,7123,1285149211.0
7123,4728,1285152067.0
4728,8550,1285170267.0
8550,1785,1285170730.0
1785,1277,1285172982.0
1277,8527,1285176019.0
8527,12159,1285180212.0
12159,2618,1285203205.0
2618,7847,1285215367.0
7847,10627,1285237557.0
10627,9794,1285239113.0
9794,3743,1285247952.0
3743,10120,1285268050.0
10120,8966,1285272884.0
8966,4866,1285273443.0
4866,9714,1285283220.0
9714,2054,1285288488.0
2054,8800,1285291202.0
8800,3708,1285313109.0
3708,10753,1285340819.0
10753,10427,1285342460.0
10427,582,1285354796.0
582,12446,1285355848.0
12446,2333,1285356109.0
2333,7705,1285376174.0
7705,824,1285390074.0
824,4733,1285392574.0
4733,2251,1285398292.0
2251,799,1285401174.0
799,6923,1285406816.0
6923,12443,1285413641.0
12443,4099,1285422344.0
4099,6989,1285428167.0
6989,10756,1285440672.0
10756,10363,1285441393.0
10363,3163,1285458370.0
3163,12524,1285461542.0
12524,4786,1285483373.0
4786,3752,1285510892.0
3752,12271,1285529893.0
12271,8515,1285530092.0
8515,6316,1285530253.0
6316,4468,1285582675.0
4468,8237,1285593294.0
8237,4986,1285613897.0
4986,11367,1285635965.0
11367,11403,1285636334.0
11403,10887,1285636661.0
10887,9197,1285643247.0
9197,2557,1285646349.0
2557,5402,1285648598.0
5402,7732,1285677162.0
7732,2475,1285678948.0
2475,10779,1285681142.0
10779,2862,1285697010.0
2862,7207,1285697303.0
7207,4049,1285699321.0
4049,7108,1285715340.0
7108,564,1285751062.0
564,5288,1285760149.0
5288,3803,1285764526.0
3803,10200,1285764657.0
10200,1288,1285767624.0
1288,7844,1285772225.0
7844,4971,1285801845.0
4971,6715,1285804898.0
6715,3248,1285844687.0
3248,2261,1285848526.0
2261,11070,1285856079.0
11070,5244,1285872873.0
5244,421,1285898207.0
421,728,1285902289.0
728,11841,1285903301.0
11841,4414,1285921592.0
4414,6982,1285936038.0
6982,4585,1285956746.0
4585,1,1.0
1862,8927,1284996716.0
8927,9729,1285019278.0
9729,39,1285097032.0
39,11064,1285369120.0
11064,10377,1285379564.0
10377,4744,1285384242.0
4744,6017,1285384424.0
6017,12125,1285385685.0
12125,2353,1285386342.0
2353,7182,1285386822.0
7182,9203,1285386942.0
9203,3596,1285387843.0
3596,4036,1285387989.0
4036,1973,1285388443.0
1973,9492,1285391139.0
9492,5086,1285391441.0
5086,7532,1285393240.0
7532,7367,1285399600.0
7367,12113,1285399961.0
12113,12497,1285402906.0
12497,8620,1285404403.0
8620,5933,1285404883.0
5933,982,1285405242.0
982,1783,1285405850.0
1783,12595,1285418682.0
12595,9922,1285423195.0
9922,10390,1285423519.0
10390,7430,1285426606.0
7430,2776,1285428115.0
2776,4202,1285433741.0
4202,11339,1285435062.0
11339,7052,1285438545.0
7052,2201,1285444091.0
2201,9213,1285448346.0
9213,6829,1285451946.0
6829,6674,1285452640.0
6674,8612,1285462552.0
8612,6727,1285470639.0
6727,6655,1285474837.0
6655,1342,1285476518.0
1342,4588,1285485156.0
4588,9424,1285505545.0
9424,10637,1285524745.0
10637,11389,1285533985.0
11389,8605,1285538786.0
8605,3589,1285542924.0
3589,6178,1285544304.0
6178,9200,1285566263.0
9200,7646,1285568243.0
7646,9884,1285569383.0
9884,12226,1285570346.0
12226,9239,1285598722.0
9239,5501,1285616421.0
5501,1,1.0
6663,7922,1285093012.0
7922,7847,1285228325.0
7847,6335,1285247654.0
6335,9197,1285324731.0
9197,1,1.0
7717,12544,1284989535.0
12544,11393,1285014769.0
11393,1709,1285030006.0
1709,5687,1285041288.0
5687,4846,1285052997.0
4846,7742,1285055400.0
7742,3393,1285115111.0
3393,2739,1285189021.0
2739,12375,1285202326.0
12375,8425,1285277665.0
8425,8160,1285279335.0
8160,6568,1285286039.0
6568,3887,1285286968.0
3887,2110,1285298374.0
2110,12466,1285300642.0
12466,11196,1285301356.0
11196,8244,1285302735.0
8244,2271,1285351511.0
2271,12251,1285387939.0
12251,226,1285389371.0
226,8086,1285391369.0
8086,7803,1285393913.0
7803,3316,1285396856.0
3316,10725,1285404532.0
10725,8693,1285405053.0
8693,1252,1285408210.0
1252,11671,1285451760.0
11671,7017,1285461559.0
7017,10231,1285468666.0
10231,4745,1285468693.0
4745,3230,1285502713.0
3230,3392,1285503310.0
3392,3195,1285503705.0
3195,201,1285520017.0
201,829,1285537488.0
829,6117,1285555714.0
6117,8060,1285575404.0
8060,9151,1285575805.0
9151,2184,1285578930.0
2184,7795,1285601209.0
7795,8168,1285604769.0
8168,9455,1285610197.0
9455,8984,1285638155.0
8984,5003,1285645485.0
5003,4980,1285650348.0
4980,123,1285653204.0
123,968,1285700313.0
968,10655,1285736098.0
10655,5002,1285736576.0
5002,11108,1285775319.0
11108,2527,1285785658.0
2527,6436,1285789235.0
6436,10775,1285798664.0
10775,5709,1285799441.0
5709,1279,1285834676.0
1279,2062,1285838717.0
2062,1773,1285962317.0
1773,1,1.0
7216,267,1285009731.0
267,4427,1285009798.0
4427,1645,1285070856.0
1645,4335,1285071572.0
4335,11716,1285072015.0
11716,7831,1285072621.0
7831,4735,1285074167.0
4735,3979,1285100541.0
3979,2763,1285100688.0
2763,476,1285100726.0
476,8099,1285100938.0
8099,5856,1285101503.0
5856,9980,1285102972.0
9980,11133,1285109118.0
11133,5742,1285182605.0
5742,4872,1285184750.0
4872,3163,1285211604.0
3163,4956,1285232428.0
4956,5217,1285236704.0
5217,4075,1285276205.0
4075,10114,1285316795.0
10114,12319,1285513587.0
12319,8800,1285659004.0
8800,8618,1285666713.0
8618,2865,1285681568.0
2865,11354,1285701957.0
11354,7239,1285756136.0
7239,12558,1285759407.0
12558,387,1285855595.0
387,11948,1285872043.0
11948,4986,1285877275.0
